,Original Word (Input), Modernized Word (Ground Truth),Naive Baseline,Model Prediction
50312,dixo,dijo,dijo,dijo
50313,pues,pues,pues,pues
50314,y,y,y,y
50315,digo,te,digo,te
50316,por,por,por,por
50317,no,no,no,no
50318,y,y,y,y
50319,los,los,los,los
50320,que,que,que,que
50321,de,de,de,de
50322,bien,bien,bien,bien
50323,cuerpo,cuerpo,cuerpo,cuerpo
50324,aga,haga,haga,haga
50325,saber,saber,saber,saber
50326,caso,caso,caso,caso
50327,pierda,pierda,pierda,pierda
50328,sabadoa,sábadoa,अ,sebadoa
50329,md,merced,merced,merced
50330,y,y,y,y
50331,el,corte,el,corte
50332,y,y,y,y
50333,i,ilustrísima,y,ilustrsima
50334,esta,esta,esta,esta
50335,lo,lo,lo,lo
50336,loco,loco,loco,loco
50337,vezino,vecino,vecino,vecino
50338,echara,echará,echará,echar
50339,limpio,limpio,limpio,limpio
50340,mandara,mandará,mandará,mandar
50341,felizes,felices,felices,felices
50342,remitirmelas,remitírmelas,remitírmelas,remitrmelas
50343,soy,soy,soy,soy
50344,obligado,obligado,obligado,obligado
50345,circunstancias,circunstancias,circunstancias,circunstancias
50346,ser,de,ser,de
50347,24,24,24,20
50348,al,al,al,al
50349,pero,pero,pero,pero
50350,padre,padre,padre,padre
50351,q,que,que,que
50352,lo,lo,lo,lo
50353,se,se,se,se
50354,corro,corro,corro,corro
50355,este,este,este,este
50356,su,su,su,su
50357,y,y,y,y
50358,malversados,malversados,अ,malversados
50359,binculo,vínculo,vínculo,vunculo
50360,iran,irán,irán,irn
50361,puedo,puedo,puedo,puedo
50362,no,no,no,no
50363,y,mundo,y,mundo
50364,ía,ya,अ,ya
50365,el,el,el,el
50366,vm,vm,vm,vm
50367,y,y,y,y
50368,por,por,por,por
50369,tomar,tomar,tomar,tomar
50370,diciendole,diciéndole,diciéndole,dicindole
50371,limosna,limosna,limosna,limosna
50372,la,la,la,la
50373,yo,yo,yo,yo
50374,verme,verme,verme,verme
50375,miosi,si,míosi,si
50376,artura,hartura,अ,hartura
50377,decir,decir,decir,decir
50378,cuerpo,cuerpo,cuerpo,cuerpo
50379,i,ilustrísima,y,ilustrsima
50380,en,en,en,en
50381,y,y,y,y
50382,verdad,verdad,verdad,verdad
50383,equitatibos,bastante,अ,bastante
50384,sr,señor,señor,señor
50385,originada,originada,अ,originada
50386,via,vía,vía,vaa
50387,señor,señor,señor,señor
50388,no,no,no,no
50389,dessonrado,deshonrado,अ,deshonrado
50390,mando,te,mandó,te
50391,que,que,que,que
50392,dado,dado,dado,dado
50393,cristales,cristales,अ,cristales
50394,de,de,de,de
50395,en,en,en,en
50396,eceletisimo,excelentísimo,अ,excelentsimo
50397,las,las,las,las
50398,mas,más,más,mas
50399,boluntad,voluntad,voluntad,voluntad
50400,el,el,el,el
50401,de,de,de,de
50402,amo,amigo,amo,amigo
50403,palabras,palabras,palabras,palabras
50404,en,en,en,en
50405,dejen,dejen,dejen,dejen
50406,por,por,por,por
50407,que,que,que,que
50408,su,su,su,su
50409,estas,éstas,estas,sstas
50410,agujero,agujero,agujero,agujero
50411,como,como,como,como
50412,mi,mi,mi,mi
50413,cuydado,cuidado,cuidado,cuidado
50414,de,de,de,de
50415,a,a,a,a
50416,unos,unos,unos,unos
50417,que,salud,que,salud
50418,cordel,cordel,cordel,cordel
50419,anosmuy,añosmuy,अ,añosmuy
50420,una,una,una,una
50421,sr,señor,señor,señor
50422,recivi,recibí,recibí,recib
50423,mi,mi,mi,mi
50424,lo,lo,lo,lo
50425,que,que,que,que
50426,q,que,que,que
50427,de,de,de,de
50428,hijos,hijos,hijos,hijos
50429,libreros,libreros,अ,libreros
50430,me,me,me,me
50431,dos,dos,dos,dos
50432,te,te,te,te
50433,y,y,y,y
50434,de,cuidar,de,cuidar
50435,ôtros,otros,otros,otros
50436,luego,luego,luego,luego
50437,haçer,hacer,hacer,hacer
50438,ella,de,ella,de
50439,primero,primero,primero,primero
50440,siendo,siendo,siendo,siendo
50441,necesaria,necesaria,acosadoses,necesaría
50442,pero,trabaje,pero,trabaje
50443,no,no,no,no
50444,a,a,a,a
50445,su,su,su,su
50446,bolvere,embargo,volveré,embargo
50447,de,de,de,de
50448,q,que,que,que
50449,las,las,las,las
50450,en,en,en,en
50451,valld,valladolid,valladolid,valladolid
50452,alcala,alcalá,alcalá,alcal
50453,se,no,se,no
50454,sacramtos,sacramentos,sacramentos,sacramentos
50455,por,por,por,por
50456,quisiera,quisiera,quisiera,quisiera
50457,deseo,como,deseo,como
50458,libro,libro,libro,libro
50459,e,he,he,he
50460,et,y,y,y
50461,aun,aún,aun,aan
50462,q,que,que,que
50463,para,para,para,para
50464,muniçion,munición,अ,municin
50465,sea,sea,sea,sea
50466,mil,mil,mil,mil
50467,y,y,y,y
50468,dias,días,días,daas
50469,y,y,y,y
50470,un,un,un,un
50471,deve,debe,debe,debe
50472,es,es,es,es
50473,de,de,de,de
50474,vm,vm,vm,vm
50475,y,y,y,y
50476,sydo,sido,sido,sido
50477,abisado,avisado,avisado,avisado
50478,pero,pero,pero,pero
50479,entendimiento,entendimiento,entendimiento,entendimiento
50480,lo,lo,lo,lo
50481,muchas,muchas,muchas,muchas
50482,tu,tu,tu,tu
50483,no,no,no,no
50484,cierto,cierto,cierto,cierto
50485,con,con,con,con
50486,mande,mande,mande,mande
50487,estepa,estepa,अ,estepa
50488,ay,hay,hay,hay
50489,y,y,y,y
50490,de,de,de,de
50491,i,y,y,y
50492,que,que,que,que
50493,el,el,el,el
50494,que,que,que,que
50495,avises,avises,avises,avises
50496,de,de,de,de
50497,tu,tu,tu,tu
50498,estos,estos,estos,estos
50499,carta,carta,carta,carta
50500,por,por,por,por
50501,a,a,a,a
50502,antes,antes,antes,antes
50503,estaban,estaban,estaban,estaban
50504,suias,suyas,suyas,suyas
50505,ha,hermana,ha,hermana
50506,de,virtud,de,virtud
50507,allara,hallará,hallará,hallar
50508,bibo,vivo,vivo,vivo
50509,puerta,puerta,puerta,puerta
50510,que,que,que,que
50511,beo,veo,veo,veo
50512,ocho,ocho,ocho,ocho
50513,y,y,y,y
50514,las,las,las,las
50515,aun,aún,aun,aan
50516,de,de,de,de
50517,obras,obras,obras,obras
50518,que,que,que,que
50519,ya,ya,ya,ya
50520,tesorero,tesorero,tesorero,tesorero
50521,soy,soy,soy,soy
50522,en,en,en,en
50523,moneda,moneda,moneda,moneda
50524,v,vuestra,vuestra,vuestra
50525,desgraçia,desgracia,desgracia,desgracia
50526,como,cómo,como,como
50527,que,que,que,que
50528,q,que,que,que
50529,arrugo,arrugó,अ,arrug
50530,merces,merced,अ,merced
50531,contra,jurado,contra,jurado
50532,y,y,y,y
50533,gozara,gozara,अ,gozara
50534,quin,quién,quién,quin
50535,d,de,de,de
50536,sapatos,zapatos,zapatos,capatos
50537,humanidad,humanidad,humanidad,humanidad
50538,lo,lo,lo,lo
50539,el,el,el,el
50540,astara,estará,अ,estar
50541,avia,había,había,haba
50542,todo,pero,todo,pero
50543,la,la,la,la
50544,por,por,por,por
50545,haze,hace,hace,hace
50546,vs,vsa,vsa,vsa
50547,pascual,pascual,pascual,pascual
50548,hazda,hacienda,hacienda,hacienda
50549,grandisimas,grandísimas,अ,grandsimas
50550,y,y,y,y
50551,esa,de,esa,de
50552,aiunamos,ayunamos,अ,aaunamos
50553,destino,destino,destino,destino
50554,abra,habrá,habrá,habr
50555,que,que,que,que
50556,y,y,y,y
50557,algunos,algunos,algunos,algunos
50558,mis,mis,mis,mis
50559,de,de,de,de
50560,lo,lo,lo,lo
50561,cordova,córdoba,córdoba,cordoba
50562,los,los,los,los
50563,todo,todo,todo,todo
50564,ducados,ducados,ducados,ducados
50565,de,de,de,de
50566,jayme,jaime,jaime,jaime
50567,asta,hasta,hasta,hasta
50568,y,y,y,y
50569,y,y,y,y
50570,hace,hace,hace,hace
50571,llamava,llamaba,अ,llamaba
50572,la,la,la,la
50573,en,en,en,en
50574,i,y,y,y
50575,lo,lo,lo,lo
50576,que,que,que,que
50577,arcediano,arcediano,अ,arcediano
50578,le,le,le,le
50579,que,cuita,que,cuita
50580,hijo,hijo,hijo,hijo
50581,en,en,en,en
50582,el,grande,el,grande
50583,intriga,intriga,अ,intriga
50584,desaçerlas,deshacerlas,अ,deshacerlas
50585,de,de,de,de
50586,pa,para,para,para
50587,pareçiere,pareciere,pareciere,pareciere
50588,le,le,le,le
50589,le,le,le,le
50590,aya,haya,haya,haya
50591,dara,dará,dará,dar
50592,heran,eran,eran,eran
50593,la,la,la,la
50594,sino,sino,sino,sino
50595,haga,haga,haga,haga
50596,largos,largos,largos,largos
50597,las,las,las,las
50598,y,y,y,y
50599,unos,unos,unos,unos
50600,i,y,y,y
50601,de,de,de,de
50602,an,han,han,han
50603,que,que,que,que
50604,hijo,hijo,hijo,hijo
50605,no,no,no,no
50606,me,me,me,me
50607,con,con,con,con
50608,haze,hace,hace,hace
50609,parece,parece,parece,parece
50610,madara,mandará,अ,mandar
50611,dn,señor,don,señor
50612,la,que,la,que
50613,gral,general,general,general
50614,primo,primo,primo,primo
50615,firma,firma,firma,firma
50616,estima,estima,estima,estima
50617,y,y,y,y
50618,cierto,cierto,cierto,cierto
50619,la,la,la,la
50620,heraso,eraso,eraso,eraso
50621,enbarcar,para,अ,para
50622,sperar,esperar,अ,esperar
50623,pena,pena,pena,pena
50624,amigo,amigo,amigo,amigo
50625,vileca,vileza,अ,vileza
50626,sumaria,sumaria,sumaria,sumaría
50627,de,causa,de,causa
50628,balencia,valencia,अ,valencia
50629,a,a,a,a
50630,apodero,apoderado,अ,apoderado
50631,la,recibí,la,recib
50632,y,y,y,y
50633,lugar,lugar,lugar,lugar
50634,murieron,murieron,murieron,murieron
50635,para,para,para,para
50636,se,se,se,se
50637,camino,camino,camino,camino
50638,la,la,la,la
50639,la,y,la,y
50640,lea,se,lea,se
50641,la,la,la,la
50642,padre,padre,padre,padre
50643,xustizia,justicia,justicia,justicia
50644,casa,casa,casa,casa
50645,esperar,esperar,esperar,esperar
50646,dios,dios,dios,dios
50647,las,las,las,las
50648,su,su,su,su
50649,mia,mía,mía,maa
50650,aqui,aquí,aquí,aqu
50651,cuenta,cuenta,cuenta,cuenta
50652,a,a,a,a
50653,y,y,y,y
50654,con,con,con,con
50655,animo,ánimo,ánimo,animo
50656,que,que,que,que
50657,resultado,resultado,resultado,resultado
50658,o,o,o,o
50659,escrito,escrito,escrito,escrito
50660,nos,nos,nos,nos
50661,fin,fin,fin,fin
50662,el,que,el,que
50663,qe,que,que,que
50664,pasa,pasa,pasa,pasa
50665,con,con,con,con
50666,te,que,te,que
50667,mi,mi,mi,mi
50668,buenas,señora,buenas,señora
50669,dar,dar,dar,dar
50670,luz,luz,luz,luz
50671,alguna,alguna,alguna,alguna
50672,a,a,a,a
50673,algo,algo,algo,algo
50674,ó,equivocación,o,equivocacin
50675,sienpre,siempre,siempre,siempre
50676,molina,molina,molina,molina
50677,no,no,no,no
50678,toda,toda,toda,toda
50679,en,en,en,en
50680,hazer,hacer,hacer,hacer
50681,y,y,y,y
50682,bravoqda,bravoqueda,अ,bravoqueda
50683,que,que,que,que
50684,entretenersse,entretenerse,अ,entretenerse
50685,muy,muy,muy,muy
50686,md,merced,merced,merced
50687,y,y,y,y
50688,pagar,pagara,pagar,pagara
50689,muy,está,muy,est
50690,aora,y,ahora,y
50691,a,a,a,a
50692,buscar,buscar,buscar,buscar
50693,q,que,que,que
50694,de,de,de,de
50695,los,los,los,los
50696,que,que,que,que
50697,presente,presente,presente,presente
50698,puedo,puedo,puedo,puedo
50699,unoal,unoal,अ,unoal
50700,78a,78a,78a,haa
50701,affto,afecto,afecto,afecto
50702,yepes,yepes,yepes,yepes
50703,con,con,con,con
50704,que,que,que,que
50705,cuñado,cuñado,cuñado,cuñado
50706,gobierno,el,gobierno,el
50707,de,esperando,de,esperando
50708,una,una,una,una
50709,en,en,en,en
50710,creer,creer,creer,creer
50711,lo,lo,lo,lo
50712,que,que,que,que
50713,porque,porque,porque,porque
50714,escondido,escondido,escondido,escondido
50715,bolber,volver,volver,volver
50716,cantidad,cantidad,cantidad,cantidad
50717,dios,dios,dios,dios
50718,es,es,es,es
50719,testimonio,testimonio,testimonio,testimonio
50720,qe,tendré,que,tendr
50721,traerlo,traerlo,traerlo,traerlo
50722,abelle,haberle,haberle,haberle
50723,a,ha,a,ha
50724,llebe,lleve,lleve,lleve
50725,quien,quien,quien,quien
50726,reales,reales,reales,reales
50727,nos,nos,nos,nos
50728,se,se,se,se
50729,menester,menester,menester,menester
50730,a,a,a,a
50731,u,usted,usted,usted
50732,19,19,19,10
50733,y,y,y,y
50734,que,que,que,que
50735,vuestro,vuestro,vuestro,vuestro
50736,de,de,de,de
50737,echo,hecho,hecho,hecho
50738,tiempo,tiempo,tiempo,tiempo
50739,estar,estar,estar,estar
50740,le,le,le,le
50741,dho,dicho,dicho,dicho
50742,12,12,12,10
50743,reservado,reservado,reservado,reservado
50744,anssias,ansias,अ,ansías
50745,coronel,coronel,coronel,coronel
50746,q,que,que,que
50747,juro,juro,juro,juro
50748,sobre,sobre,sobre,sobre
50749,cortte,corte,corte,corte
50750,y,y,y,y
50751,acontezimto,acontecimiento,ningún,acontecimiento
50752,tubiera,lo,tuviera,lo
50753,de,de,de,de
50754,sea,sea,sea,sea
50755,quisiera,quisiera,quisiera,quisiera
50756,del,del,del,del
50757,de,de,de,de
50758,queda,queda,queda,queda
50759,de,de,de,de
50760,años,32,años,20
50761,avisare,avisaré,avisaré,avisar
50762,sacara,sacará,sacará,sacar
50763,les,les,les,les
50764,vm,vm,vm,vm
50765,y,poder,y,poder
50766,entramos,entramos,entramos,entramos
50767,a,a,a,a
50768,enfadados,enfadados,अ,enfadados
50769,ò,o,o,o
50770,dueños,dueños,dueños,dueños
50771,su,su,su,su
50772,lleva,lleva,lleva,lleva
50773,ahogo,ahogó,ahogó,ahog
50774,mas,más,más,mas
50775,jusgo,juzgo,juzgo,juzgo
50776,separatim,separatim,अ,separátim
50777,a,ustedes,a,ustedes
50778,os,os,os,os
50779,mas,más,más,mas
50780,de,cerco,de,cerco
50781,q,que,que,que
50782,tiene,tiene,tiene,tiene
50783,tan,tan,tan,tan
50784,procurarlo,procurarlo,अ,procurarlo
50785,tanta,tanta,tanta,tanta
50786,servyrle,servirle,servirle,servirle
50787,en,en,en,en
50788,las,las,las,las
50789,m,merced,mano,merced
50790,un,un,un,un
50791,q,que,que,que
50792,que,que,que,que
50793,que,que,que,que
50794,madre,madre,madre,madre
50795,de,de,de,de
50796,quito,le,quitó,le
50797,escritas,escritas,escritas,escritas
50798,causa,causa,causa,causa
50799,tan,tan,tan,tan
50800,pd,paternidad,paternidad,paternidad
50801,bayle,baile,अ,vaile
50802,se,se,se,se
50803,porque,porque,porque,porque
50804,dijo,dijo,dijo,dijo
50805,decirte,a,decirte,a
50806,lo,lo,lo,lo
50807,en,dicho,en,dicho
50808,donde,donde,donde,donde
50809,y,y,y,y
50810,como,como,como,como
50811,respondido,respondido,respondido,respondido
50812,siendo,siendo,siendo,siendo
50813,ropa,ropa,ropa,ropa
50814,que,que,que,que
50815,no,domingo,no,domingo
50816,algun,algún,algún,algn
50817,cossa,cosa,cosa,cosa
50818,que,que,que,que
50819,myercolesa,miércolesa,अ,mircolesa
50820,manos,manos,manos,manos
50821,vm,vm,vm,vm
50822,con,con,con,con
50823,pagar,pagar,pagar,pagar
50824,sanchez,sánchez,sánchez,senchez
50825,lo,lo,lo,lo
50826,essa,esa,esa,esa
50827,religiosas,religiosas,religiosas,religiosas
50828,corte,esta,corte,esta
50829,esteban,esteban,esteban,esteban
50830,es,es,es,es
50831,destierro,destierro,destierro,destierro
50832,del,del,del,del
50833,algunos,algunos,algunos,algunos
50834,hallan,hallan,hallan,hallan
50835,miodespues,mío,mío,meo
50836,marjen,margen,margen,margen
50837,mui,muy,muy,muy
50838,obligacion,obligación,obligación,obligacin
50839,tienen,tienen,tienen,tienen
50840,he,he,he,he
50841,que,que,que,que
50842,quedo,quedo,quedo,quedo
50843,si,si,si,si
50844,escrivyo,escribió,अ,escribi
50845,carta,la,carta,la
50846,como,como,como,como
50847,1708,de,de,de
50848,en,en,en,en
50849,el,el,el,el
50850,fortificado,y,अ,y
50851,a,a,a,a
50852,a,a,a,a
50853,de,de,de,de
50854,de,de,de,de
50855,ultimo,último,último,altimo
50856,me,vm,me,vm
50857,de,de,de,de
50858,atormentan,los,अ,los
50859,prometo,prometo,prometo,prometo
50860,maior,es,mayor,es
50861,suplycalle,suplicarle,अ,suplicarle
50862,me,me,me,me
50863,lo,lo,lo,lo
50864,martinez,martínez,martínez,martnez
50865,y,y,y,y
50866,tener,tener,tener,tener
50867,acer,que,hacer,que
50868,se,se,se,se
50869,mas,mas,más,mas
50870,dios,dios,dios,dios
50871,si,y,si,y
50872,como,como,como,como
50873,quieta,quieta,quieta,quieta
50874,nada,nada,nada,nada
50875,averme,haberme,haberme,haberme
50876,y,y,y,y
50877,quanto,cuanto,cuanto,cuanto
50878,fio,fío,fío,fio
50879,y,y,y,y
50880,que,que,que,que
50881,yo,que,yo,que
50882,lorrigo,porque,अ,porque
50883,demanda,demanda,demanda,demanda
50884,en,en,en,en
50885,no,no,no,no
50886,y,y,y,y
50887,de,de,de,de
50888,pagar,pagar,pagar,pagar
50889,trabajos,trabajos,trabajos,trabajos
50890,qe,que,que,que
50891,su,su,su,su
50892,benyrse,venirse,venirse,venirse
50893,tenga,tenga,tenga,tenga
50894,me,me,me,me
50895,bula,bula,bula,bula
50896,al,al,al,al
50897,su,su,su,su
50898,disen,dicen,dicen,dicen
50899,ponga,ponga,ponga,ponga
50900,persecucionesyo,persecucionesyo,अ,persecucioneso
50901,el,el,el,el
50902,q,que,que,que
50903,la,la,la,la
50904,rrebeles,reveles,अ,reveles
50905,qe,poder,que,poder
50906,la,la,la,la
50907,perdonar,perdonar,perdonar,perdonar
50908,que,que,que,que
50909,el,el,el,el
50910,acabarme,acabarme,acabarme,acabarme
50911,diria,diría,diría,dira
50912,tu,por,tu,por
50913,hecho,hecho,hecho,hecho
50914,de,de,de,de
50915,algunos,de,algunos,de
50916,como,mire,como,mire
50917,gobierno,gobierno,gobierno,gobierno
50918,y,y,y,y
50919,tan,tan,tan,tan
50920,gusto,gusto,gusto,gusto
50921,viage,viaje,viaje,viaje
50922,pa,para,para,para
50923,no,no,no,no
50924,pa,para,para,para
50925,donde,dónde,donde,dende
50926,el,el,el,el
50927,de,de,de,de
50928,q,que,que,que
50929,tiene,tiene,tiene,tiene
50930,ubiera,hubiera,hubiera,hubiera
50931,toda,toda,toda,toda
50932,se,se,se,se
50933,que,que,que,que
50934,sera,será,será,será
50935,trate,trate,trate,trate
50936,de,cosa,de,cosa
50937,la,me,la,me
50938,ps,ps,pues,psa
50939,consienta,consienta,consienta,consienta
50940,y,y,y,y
50941,y,y,y,y
50942,yo,yo,yo,yo
50943,y,y,y,y
50944,fevrero,febrero,febrero,febrero
50945,sea,sean,sea,sean
50946,fr,fray,fray,fray
50947,4,4,4,y
50948,a,a,a,a
50949,aviendolo,habiéndolo,habiéndolo,habindolo
50950,los,los,los,los
50951,lugar,lugar,lugar,lugar
50952,tu,tú,tu,ta
50953,a,ha,a,ha
50954,q,que,que,que
50955,que,que,que,que
50956,se,se,se,se
50957,esperamos,esperamos,esperamos,esperamos
50958,vm,vm,vm,vm
50959,y,y,y,y
50960,haora,ahora,ahora,ahora
50961,en,en,en,en
50962,con,pasamos,con,pasamos
50963,de,de,de,de
50964,y,y,y,y
50965,d,de,de,de
50966,aldan,aldán,aldán,aldn
50967,que,que,que,que
50968,su,estévez,su,estvez
50969,lugartoledo,lugar,अ,lugar
50970,quien,velado,quien,velado
50971,emos,hemos,hemos,hemos
50972,que,que,que,que
50973,por,por,por,por
50974,12,12,12,10
50975,año,año,año,año
50976,sea,sea,sea,sea
50977,grande,grande,grande,grande
50978,cansar,cansar,cansar,cansar
50979,no,no,no,no
50980,libro,libro,libro,libro
50981,se,se,se,se
50982,en,en,en,en
50983,nunca,nunca,nunca,nunca
50984,todos,todos,todos,todos
50985,a,a,a,a
50986,señor,señor,señor,señor
50987,sobrino,sobrino,sobrino,sobrino
50988,q,que,que,que
50989,bessamos,besamos,besamos,vesamos
50990,lo,lo,lo,lo
50991,apelar,apelar,apelar,apelar
50992,mandarlo,mandarlo,mandarlo,mandarlo
50993,igualmente,igualmente,igualmente,igualmente
50994,en,en,en,en
50995,dado,dado,dado,dado
50996,dineros,dineros,dineros,dineros
50997,le,le,le,le
50998,se,no,se,no
50999,alma,alma,alma,alma
51000,prelado,prelado,prelado,prelado
51001,tareay,tareay,अ,tareay
51002,de,de,de,de
51003,suelo,suelo,suelo,suelo
51004,vuesas,vuestras,अ,vuestras
51005,ese,ese,ese,ese
51006,con,con,con,con
51007,cansado,cansado,cansado,cansado
51008,de,de,de,de
51009,dara,dará,dará,dar
51010,mi,mi,mi,mi
51011,no,no,no,no
51012,aranda,aranda,aranda,aranda
51013,quien,quién,quien,quin
51014,como,como,como,como
51015,y,y,y,y
51016,fontamar,fontamar,अ,fontamar
51017,que,que,que,que
51018,q,cierto,que,cierto
51019,vera,vm,verá,vm
51020,a,ha,a,ha
51021,lego,lejos,अ,lejos
51022,hijos,criar,hijos,criar
51023,espera,presente,espera,presente
51024,ni,ni,ni,ni
51025,ace,hace,hace,hace
51026,como,como,como,como
51027,moryere,muriere,अ,muriere
51028,querido,querido,querido,querido
51029,mismo,mismo,mismo,mismo
51030,se,se,se,se
51031,en,en,en,en
51032,sido,sido,sido,sido
51033,en,en,en,en
51034,lo,lo,lo,lo
51035,pablo,pablo,pablo,pablo
51036,ocho,ocho,ocho,ocho
51037,po,por,pedro,por
51038,un,un,un,un
51039,luego,luego,luego,luego
51040,a,a,a,a
51041,que,que,que,que
51042,que,que,que,que
51043,o,o,o,o
51044,esta,está,esta,est
51045,a,a,a,a
51046,1798,de,1798querida,de
51047,o,o,o,o
51048,nom,nombre,अ,nomvre
51049,de,de,de,de
51050,molestia,molestia,esta,molestia
51051,yzimos,donde,अ,donde
51052,con,con,con,con
51053,que,mañita,que,mañita
51054,luzia,lucía,lucía,luca
51055,xpofr,xpofray,xpofray,jpofray
51056,si,si,si,si
51057,letra,letra,letra,letra
51058,de,de,de,de
51059,menster,menester,अ,menester
51060,en,en,en,en
51061,mis,mis,mis,mis
51062,de,de,de,de
51063,sus,sus,sus,sus
51064,porque,porque,porque,porque
51065,en,en,en,en
51066,la,la,la,la
51067,oficios,oficios,oficios,oficios
51068,tendera,tendrá,अ,tendr
51069,pollina,pollina,pollina,pollina
51070,esa,esa,esa,esa
51071,de,de,de,de
51072,favor,favor,favor,favor
51073,qual,cual,cual,cual
51074,por,por,por,por
51075,devyendo,debiendo,debiendo,debiendo
51076,umildad,humildad,humildad,humildad
51077,señor,señor,señor,señor
51078,la,la,la,la
51079,mas,más,más,mas
51080,de,modo,de,modo
51081,compre,compre,compré,compre
51082,estubiera,estuviera,estuviera,estuviera
